id_venda,data_venda,id_loja,id_vendedor,id_cliente,id_produto,quantidade,valor_bruto,desconto,valor_liquido,custo_total,status
2993,2025-10-16,1,13,389,109,1,438.81,0.0,438.81,291.96,Concluída
2994,2025-10-15,1,13,915,102,1,4043.83,0.0,4043.83,1891.83,Concluída
2995,2025-06-29,3,5,841,107,1,143.03,0.0,143.03,89.63,Cancelada
2996,2025-02-15,2,3,672,108,1,424.26,42.43,381.83,191.74,Concluída
2997,2025-01-17,1,13,439,106,2,275.84,0.0,275.84,146.84,Concluída
2998,2025-12-27,2,1,19,111,1,3133.63,0.0,3133.63,1612.76,Concluída
2999,2025-09-04,1,13,860,107,1,143.03,0.0,143.03,89.63,Concluída
3000,2025-03-20,1,13,148,105,2,2694.2,0.0,2694.2,1716.04,Concluída
3001,2025-05-29,1,13,674,101,5,15883.45,0.0,15883.45,10023.75,Devolvida
3002,2025-09-17,5,12,38,111,1,3133.63,313.36,2820.27,1612.76,Concluída
3003,2025-10-18,4,8,647,108,1,424.26,0.0,424.26,191.74,Concluída
3004,2025-07-13,1,13,14,104,2,5608.9,280.44,5328.46,3391.24,Concluída
3005,2025-04-23,4,7,29,101,1,3176.69,0.0,3176.69,2004.75,Concluída
3006,2025-11-11,1,13,19,108,2,848.52,42.43,806.09,383.48,Concluída
3007,2025-10-18,2,3,423,106,5,689.6,0.0,689.6,367.1,Concluída
3008,2025-09-20,3,6,200,106,1,137.92,0.0,137.92,73.42,Concluída
3009,2025-03-16,1,13,797,106,2,275.84,0.0,275.84,146.84,Concluída
3010,2025-05-08,1,13,919,105,1,1347.1,0.0,1347.1,858.02,Concluída
3011,2025-02-22,1,13,676,106,1,137.92,6.9,131.02,73.42,Concluída
3012,2025-02-22,5,12,170,113,3,1934.94,193.49,1741.45,1143.72,Concluída
3013,2025-02-05,2,2,45,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3014,2025-10-24,1,13,790,105,1,1347.1,0.0,1347.1,858.02,Concluída
3015,2025-07-15,4,8,85,106,1,137.92,0.0,137.92,73.42,Concluída
3016,2025-10-10,4,8,311,105,1,1347.1,0.0,1347.1,858.02,Concluída
3017,2025-05-13,3,4,258,109,1,438.81,0.0,438.81,291.96,Concluída
3018,2025-05-06,4,7,474,102,1,4043.83,0.0,4043.83,1891.83,Cancelada
3019,2025-02-26,5,10,713,103,1,207.74,0.0,207.74,133.24,Concluída
3020,2025-03-04,5,10,619,113,1,644.98,0.0,644.98,381.24,Concluída
3021,2025-02-13,1,13,954,113,2,1289.96,129.0,1160.96,762.48,Concluída
3022,2025-03-05,4,9,824,113,2,1289.96,64.5,1225.46,762.48,Concluída
3023,2025-07-13,5,12,614,103,3,623.22,31.16,592.06,399.72,Concluída
3024,2025-10-10,3,4,297,102,4,16175.32,0.0,16175.32,7567.32,Concluída
3025,2025-02-17,1,13,529,102,1,4043.83,404.38,3639.45,1891.83,Concluída
3026,2025-11-21,1,13,972,106,3,413.76,20.69,393.07,220.26,Concluída
3027,2025-06-11,3,5,895,110,2,306.7,0.0,306.7,153.64,Concluída
3028,2025-09-15,1,13,587,112,1,2629.26,0.0,2629.26,1399.55,Devolvida
3029,2025-07-17,2,2,677,114,1,440.95,0.0,440.95,271.23,Concluída
3030,2025-04-12,1,13,782,115,1,517.13,0.0,517.13,291.44,Concluída
3031,2025-03-20,2,3,484,110,1,153.35,0.0,153.35,76.82,Concluída
3032,2025-01-14,1,13,272,105,2,2694.2,0.0,2694.2,1716.04,Cancelada
3033,2025-09-26,2,3,966,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3034,2025-11-11,1,13,836,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3035,2025-07-17,1,13,437,113,2,1289.96,0.0,1289.96,762.48,Cancelada
3036,2025-12-26,3,4,357,108,3,1272.78,0.0,1272.78,575.22,Concluída
3037,2025-01-19,1,13,660,106,1,137.92,6.9,131.02,73.42,Concluída
3038,2025-04-26,1,13,954,105,1,1347.1,0.0,1347.1,858.02,Concluída
3039,2025-09-24,2,3,308,115,1,517.13,25.86,491.27,291.44,Concluída
3040,2025-09-23,3,6,259,109,1,438.81,0.0,438.81,291.96,Concluída
3041,2025-07-27,4,7,55,115,3,1551.39,77.57,1473.82,874.32,Concluída
3042,2025-02-06,2,1,670,108,1,424.26,42.43,381.83,191.74,Concluída
3043,2025-04-14,4,7,455,109,1,438.81,43.88,394.93,291.96,Concluída
3044,2025-02-24,2,2,853,101,5,15883.45,0.0,15883.45,10023.75,Concluída
3045,2025-02-17,1,13,89,113,1,644.98,32.25,612.73,381.24,Concluída
3046,2025-05-24,1,13,682,111,1,3133.63,156.68,2976.95,1612.76,Concluída
3047,2025-12-26,5,11,963,103,1,207.74,31.16,176.58,133.24,Concluída
3048,2025-12-15,1,13,745,104,1,2804.45,280.44,2524.01,1695.62,Concluída
3049,2025-01-29,1,13,394,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3050,2025-02-27,5,12,490,111,2,6267.26,0.0,6267.26,3225.52,Devolvida
3051,2025-04-21,5,11,782,107,2,286.06,0.0,286.06,179.26,Concluída
3052,2025-03-19,5,10,812,112,2,5258.52,262.93,4995.59,2799.1,Concluída
3053,2025-07-12,4,9,250,114,2,881.9,88.19,793.71,542.46,Concluída
3054,2025-07-18,2,3,95,105,2,2694.2,404.13,2290.07,1716.04,Cancelada
3055,2025-05-21,2,1,917,113,1,644.98,0.0,644.98,381.24,Concluída
3056,2025-01-18,2,2,373,109,2,877.62,0.0,877.62,583.92,Concluída
3057,2025-06-13,2,1,122,115,2,1034.26,0.0,1034.26,582.88,Concluída
3058,2025-07-21,3,6,571,110,1,153.35,15.34,138.01,76.82,Concluída
3059,2025-07-21,1,13,840,110,1,153.35,0.0,153.35,76.82,Concluída
3060,2025-06-01,3,6,662,106,1,137.92,0.0,137.92,73.42,Concluída
3061,2025-11-03,3,5,678,103,1,207.74,10.39,197.35,133.24,Concluída
3062,2025-10-04,5,11,977,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3063,2025-11-06,4,9,57,106,1,137.92,13.79,124.13,73.42,Concluída
3064,2025-01-28,1,13,803,113,2,1289.96,64.5,1225.46,762.48,Concluída
3065,2025-02-12,4,8,76,107,1,143.03,0.0,143.03,89.63,Concluída
3066,2025-05-13,4,9,639,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3067,2025-04-29,1,13,671,113,1,644.98,64.5,580.48,381.24,Concluída
3068,2025-07-12,4,9,53,113,2,1289.96,193.49,1096.47,762.48,Cancelada
3069,2025-10-15,4,8,131,104,2,5608.9,0.0,5608.9,3391.24,Concluída
3070,2025-12-07,1,13,506,111,3,9400.89,1410.13,7990.76,4838.28,Cancelada
3071,2025-05-06,3,5,877,115,3,1551.39,232.71,1318.68,874.32,Concluída
3072,2025-02-05,3,4,74,113,5,3224.9,0.0,3224.9,1906.2,Concluída
3073,2025-01-11,2,1,539,112,5,13146.3,657.32,12488.98,6997.75,Concluída
3074,2025-07-16,1,13,849,101,1,3176.69,0.0,3176.69,2004.75,Concluída
3075,2025-12-20,3,6,245,107,1,143.03,0.0,143.03,89.63,Concluída
3076,2025-10-30,1,13,445,105,1,1347.1,0.0,1347.1,858.02,Concluída
3077,2025-10-23,3,6,586,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3078,2025-10-01,1,13,825,108,3,1272.78,0.0,1272.78,575.22,Concluída
3079,2025-05-04,2,2,620,114,2,881.9,0.0,881.9,542.46,Concluída
3080,2025-04-06,1,13,780,105,1,1347.1,67.36,1279.74,858.02,Concluída
3081,2025-05-08,4,9,645,107,2,286.06,14.3,271.76,179.26,Concluída
3082,2025-02-27,4,7,77,105,2,2694.2,0.0,2694.2,1716.04,Concluída
3083,2025-05-12,1,13,329,109,1,438.81,0.0,438.81,291.96,Concluída
3084,2025-12-26,1,13,790,111,3,9400.89,470.04,8930.85,4838.28,Concluída
3085,2025-09-04,2,3,54,103,3,623.22,0.0,623.22,399.72,Concluída
3086,2025-01-09,3,5,978,107,4,572.12,0.0,572.12,358.52,Concluída
3087,2025-04-02,5,11,405,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3088,2025-06-02,1,13,180,110,1,153.35,7.67,145.68,76.82,Concluída
3089,2025-09-08,2,1,739,108,4,1697.04,84.85,1612.19,766.96,Concluída
3090,2025-07-03,5,12,324,113,1,644.98,0.0,644.98,381.24,Concluída
3091,2025-03-16,1,13,276,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3092,2025-07-20,5,11,13,104,2,5608.9,0.0,5608.9,3391.24,Devolvida
3093,2025-07-21,5,11,884,107,1,143.03,0.0,143.03,89.63,Cancelada
3094,2025-05-30,3,4,211,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3095,2025-07-23,5,10,761,109,2,877.62,0.0,877.62,583.92,Concluída
3096,2025-05-10,5,12,143,109,1,438.81,65.82,372.99,291.96,Concluída
3097,2025-03-29,4,7,910,108,2,848.52,0.0,848.52,383.48,Concluída
3098,2025-03-29,3,4,734,107,5,715.15,35.76,679.39,448.15,Concluída
3099,2025-06-28,1,13,484,103,1,207.74,0.0,207.74,133.24,Concluída
3100,2025-10-09,1,13,260,114,2,881.9,0.0,881.9,542.46,Concluída
3101,2025-09-08,3,5,781,115,1,517.13,0.0,517.13,291.44,Concluída
3102,2025-11-16,3,5,362,106,1,137.92,6.9,131.02,73.42,Concluída
3103,2025-07-06,5,10,526,102,2,8087.66,404.38,7683.28,3783.66,Concluída
3104,2025-12-30,1,13,899,103,1,207.74,0.0,207.74,133.24,Concluída
3105,2025-01-06,5,10,133,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3106,2025-04-29,1,13,686,105,2,2694.2,269.42,2424.78,1716.04,Concluída
3107,2025-04-12,5,11,827,104,1,2804.45,420.67,2383.78,1695.62,Concluída
3108,2025-03-14,4,9,31,114,2,881.9,88.19,793.71,542.46,Concluída
3109,2025-04-24,1,13,627,107,2,286.06,0.0,286.06,179.26,Concluída
3110,2025-01-05,1,13,261,106,1,137.92,0.0,137.92,73.42,Cancelada
3111,2025-07-19,1,13,271,110,1,153.35,0.0,153.35,76.82,Concluída
3112,2025-05-29,4,8,566,101,1,3176.69,158.83,3017.86,2004.75,Concluída
3113,2025-07-28,1,13,851,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3114,2025-02-19,1,13,326,114,1,440.95,0.0,440.95,271.23,Concluída
3115,2025-11-12,2,3,426,102,2,8087.66,404.38,7683.28,3783.66,Concluída
3116,2025-03-25,3,5,164,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3117,2025-10-10,5,11,516,114,1,440.95,66.14,374.81,271.23,Concluída
3118,2025-11-22,1,13,944,105,2,2694.2,404.13,2290.07,1716.04,Concluída
3119,2025-06-06,2,2,179,106,2,275.84,13.79,262.05,146.84,Concluída
3120,2025-01-24,4,7,119,115,1,517.13,0.0,517.13,291.44,Concluída
3121,2025-09-17,3,4,475,108,2,848.52,0.0,848.52,383.48,Concluída
3122,2025-01-21,1,13,283,109,1,438.81,65.82,372.99,291.96,Concluída
3123,2025-07-03,4,9,913,113,1,644.98,32.25,612.73,381.24,Concluída
3124,2025-03-02,4,8,70,113,3,1934.94,96.75,1838.19,1143.72,Concluída
3125,2025-03-09,1,13,377,112,1,2629.26,131.46,2497.8,1399.55,Concluída
3126,2025-07-06,3,4,47,106,2,275.84,0.0,275.84,146.84,Concluída
3127,2025-06-14,2,3,622,114,1,440.95,22.05,418.9,271.23,Concluída
3128,2025-10-31,4,7,19,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3129,2025-03-15,2,2,333,113,3,1934.94,0.0,1934.94,1143.72,Devolvida
3130,2025-01-01,2,2,992,109,1,438.81,43.88,394.93,291.96,Concluída
3131,2025-02-25,4,9,951,103,1,207.74,10.39,197.35,133.24,Concluída
3132,2025-12-30,2,2,63,101,3,9530.07,0.0,9530.07,6014.25,Concluída
3133,2025-12-15,4,7,688,109,2,877.62,87.76,789.86,583.92,Concluída
3134,2025-04-27,1,13,288,107,3,429.09,21.45,407.64,268.89,Concluída
3135,2025-10-20,3,6,491,110,3,460.05,23.0,437.05,230.46,Concluída
3136,2025-02-23,3,5,713,107,3,429.09,42.91,386.18,268.89,Concluída
3137,2025-04-23,1,13,767,109,3,1316.43,65.82,1250.61,875.88,Concluída
3138,2025-03-16,2,3,659,109,3,1316.43,0.0,1316.43,875.88,Concluída
3139,2025-02-23,2,2,795,104,4,11217.8,0.0,11217.8,6782.48,Concluída
3140,2025-01-27,3,6,9,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3141,2025-11-12,3,6,871,113,3,1934.94,96.75,1838.19,1143.72,Concluída
3142,2025-05-22,1,13,891,113,1,644.98,0.0,644.98,381.24,Devolvida
3143,2025-08-20,2,1,762,107,1,143.03,0.0,143.03,89.63,Cancelada
3144,2025-05-26,3,5,788,108,2,848.52,127.28,721.24,383.48,Concluída
3145,2025-07-20,1,13,256,106,1,137.92,13.79,124.13,73.42,Concluída
3146,2025-11-09,2,3,653,112,3,7887.78,394.39,7493.39,4198.65,Concluída
3147,2025-11-07,3,6,990,107,1,143.03,14.3,128.73,89.63,Concluída
3148,2025-04-25,5,11,338,107,2,286.06,14.3,271.76,179.26,Concluída
3149,2025-09-02,2,1,314,111,1,3133.63,156.68,2976.95,1612.76,Concluída
3150,2025-01-30,5,12,687,102,2,8087.66,404.38,7683.28,3783.66,Concluída
3151,2025-07-18,1,13,324,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3152,2025-10-01,1,13,153,104,1,2804.45,140.22,2664.23,1695.62,Concluída
3153,2025-01-07,1,13,419,110,1,153.35,0.0,153.35,76.82,Cancelada
3154,2025-06-20,3,4,746,103,1,207.74,10.39,197.35,133.24,Devolvida
3155,2025-12-16,4,8,201,103,1,207.74,0.0,207.74,133.24,Concluída
3156,2025-06-19,4,8,639,108,1,424.26,0.0,424.26,191.74,Concluída
3157,2025-03-13,5,10,275,108,1,424.26,0.0,424.26,191.74,Concluída
3158,2025-06-18,5,12,249,112,1,2629.26,0.0,2629.26,1399.55,Concluída
3159,2025-01-22,5,10,38,101,1,3176.69,0.0,3176.69,2004.75,Concluída
3160,2025-08-03,5,11,960,115,2,1034.26,0.0,1034.26,582.88,Concluída
3161,2025-07-20,1,13,111,109,1,438.81,43.88,394.93,291.96,Concluída
3162,2025-11-22,1,13,863,107,1,143.03,0.0,143.03,89.63,Concluída
3163,2025-03-20,1,13,929,109,2,877.62,43.88,833.74,583.92,Concluída
3164,2025-07-06,1,13,430,109,2,877.62,0.0,877.62,583.92,Concluída
3165,2025-05-12,1,13,831,106,1,137.92,0.0,137.92,73.42,Devolvida
3166,2025-04-19,3,5,7,108,1,424.26,21.21,403.05,191.74,Concluída
3167,2025-12-11,1,13,238,111,1,3133.63,0.0,3133.63,1612.76,Devolvida
3168,2025-10-23,3,4,270,111,2,6267.26,0.0,6267.26,3225.52,Concluída
3169,2025-12-22,4,7,410,110,1,153.35,7.67,145.68,76.82,Concluída
3170,2025-03-14,5,11,912,115,1,517.13,0.0,517.13,291.44,Concluída
3171,2025-03-18,1,13,384,106,2,275.84,0.0,275.84,146.84,Concluída
3172,2025-11-07,1,13,25,115,2,1034.26,155.14,879.12,582.88,Concluída
3173,2025-03-30,1,13,599,114,1,440.95,0.0,440.95,271.23,Concluída
3174,2025-08-12,3,4,935,102,1,4043.83,202.19,3841.64,1891.83,Concluída
3175,2025-04-10,3,6,838,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3176,2025-11-02,1,13,802,111,2,6267.26,0.0,6267.26,3225.52,Concluída
3177,2025-04-25,1,13,164,103,3,623.22,0.0,623.22,399.72,Concluída
3178,2025-10-14,1,13,524,104,2,5608.9,0.0,5608.9,3391.24,Concluída
3179,2025-08-21,4,8,293,110,1,153.35,0.0,153.35,76.82,Concluída
3180,2025-08-16,4,9,956,103,1,207.74,0.0,207.74,133.24,Concluída
3181,2025-12-05,2,3,766,112,1,2629.26,0.0,2629.26,1399.55,Devolvida
3182,2025-08-04,5,12,55,115,1,517.13,0.0,517.13,291.44,Concluída
3183,2025-09-15,2,1,759,115,1,517.13,0.0,517.13,291.44,Concluída
3184,2025-08-02,4,7,663,107,3,429.09,64.36,364.73,268.89,Concluída
3185,2025-12-22,3,5,182,106,1,137.92,0.0,137.92,73.42,Concluída
3186,2025-05-09,2,3,928,109,1,438.81,0.0,438.81,291.96,Concluída
3187,2025-12-24,3,5,326,108,1,424.26,21.21,403.05,191.74,Concluída
3188,2025-08-11,1,13,977,115,1,517.13,0.0,517.13,291.44,Concluída
3189,2025-02-01,4,7,525,113,5,3224.9,322.49,2902.41,1906.2,Concluída
3190,2025-02-06,3,5,264,102,1,4043.83,0.0,4043.83,1891.83,Concluída
3191,2025-09-10,1,13,35,106,1,137.92,6.9,131.02,73.42,Concluída
3192,2025-01-06,4,7,707,114,4,1763.8,0.0,1763.8,1084.92,Concluída
3193,2025-08-30,5,12,859,106,2,275.84,0.0,275.84,146.84,Concluída
3194,2025-04-08,5,10,780,113,5,3224.9,0.0,3224.9,1906.2,Concluída
3195,2025-05-02,5,12,703,105,1,1347.1,0.0,1347.1,858.02,Concluída
3196,2025-10-23,3,6,570,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3197,2025-12-26,1,13,709,109,2,877.62,43.88,833.74,583.92,Concluída
3198,2025-02-22,1,13,492,108,2,848.52,42.43,806.09,383.48,Concluída
3199,2025-05-27,1,13,231,107,4,572.12,0.0,572.12,358.52,Concluída
3200,2025-11-02,1,13,664,115,1,517.13,0.0,517.13,291.44,Concluída
3201,2025-02-04,1,13,53,111,1,3133.63,156.68,2976.95,1612.76,Concluída
3202,2025-07-05,1,13,13,106,1,137.92,0.0,137.92,73.42,Concluída
3203,2025-08-31,1,13,721,111,2,6267.26,0.0,6267.26,3225.52,Concluída
3204,2025-12-12,1,13,374,115,2,1034.26,0.0,1034.26,582.88,Concluída
3205,2025-08-24,3,6,680,114,3,1322.85,0.0,1322.85,813.69,Concluída
3206,2025-08-05,1,13,767,105,1,1347.1,67.36,1279.74,858.02,Concluída
3207,2025-07-16,3,6,631,113,2,1289.96,64.5,1225.46,762.48,Concluída
3208,2025-05-25,1,13,116,106,2,275.84,0.0,275.84,146.84,Concluída
3209,2025-12-15,4,7,923,115,5,2585.65,0.0,2585.65,1457.2,Cancelada
3210,2025-11-10,4,8,809,107,2,286.06,0.0,286.06,179.26,Concluída
3211,2025-12-18,3,5,547,102,2,8087.66,808.77,7278.89,3783.66,Concluída
3212,2025-01-03,4,8,352,108,2,848.52,42.43,806.09,383.48,Concluída
3213,2025-11-03,3,5,534,105,2,2694.2,0.0,2694.2,1716.04,Concluída
3214,2025-05-21,1,13,528,101,1,3176.69,158.83,3017.86,2004.75,Concluída
3215,2025-07-25,1,13,691,106,1,137.92,0.0,137.92,73.42,Concluída
3216,2025-11-13,2,2,215,103,1,207.74,10.39,197.35,133.24,Concluída
3217,2025-08-14,3,4,100,115,1,517.13,25.86,491.27,291.44,Concluída
3218,2025-12-25,2,3,883,102,4,16175.32,0.0,16175.32,7567.32,Concluída
3219,2025-09-19,3,6,745,106,1,137.92,6.9,131.02,73.42,Concluída
3220,2025-07-02,4,8,121,109,2,877.62,0.0,877.62,583.92,Concluída
3221,2025-12-22,1,13,710,115,3,1551.39,0.0,1551.39,874.32,Concluída
3222,2025-03-21,1,13,272,103,1,207.74,31.16,176.58,133.24,Concluída
3223,2025-03-10,1,13,304,109,2,877.62,43.88,833.74,583.92,Concluída
3224,2025-09-05,5,12,886,102,2,8087.66,0.0,8087.66,3783.66,Concluída
3225,2025-05-25,2,3,262,110,2,306.7,0.0,306.7,153.64,Concluída
3226,2025-01-03,1,13,958,108,4,1697.04,0.0,1697.04,766.96,Concluída
3227,2025-05-10,3,4,83,105,1,1347.1,0.0,1347.1,858.02,Concluída
3228,2025-10-02,1,13,353,113,1,644.98,32.25,612.73,381.24,Concluída
3229,2025-08-17,4,8,635,115,1,517.13,0.0,517.13,291.44,Concluída
3230,2025-10-05,2,2,339,105,1,1347.1,0.0,1347.1,858.02,Concluída
3231,2025-05-31,5,10,285,101,1,3176.69,0.0,3176.69,2004.75,Devolvida
3232,2025-10-25,5,10,426,115,3,1551.39,77.57,1473.82,874.32,Devolvida
3233,2025-08-11,1,13,341,111,5,15668.15,2350.22,13317.93,8063.8,Concluída
3234,2025-05-09,1,13,529,110,1,153.35,0.0,153.35,76.82,Concluída
3235,2025-09-28,1,13,491,110,1,153.35,7.67,145.68,76.82,Concluída
3236,2025-07-28,1,13,369,107,1,143.03,0.0,143.03,89.63,Concluída
3237,2025-12-26,5,10,990,113,1,644.98,32.25,612.73,381.24,Concluída
3238,2025-05-10,2,2,992,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3239,2025-08-19,3,5,248,104,1,2804.45,140.22,2664.23,1695.62,Devolvida
3240,2025-04-01,4,9,733,113,3,1934.94,0.0,1934.94,1143.72,Concluída
3241,2025-11-29,1,13,468,114,3,1322.85,0.0,1322.85,813.69,Concluída
3242,2025-02-23,1,13,215,109,2,877.62,0.0,877.62,583.92,Concluída
3243,2025-10-13,5,12,777,113,1,644.98,0.0,644.98,381.24,Concluída
3244,2025-12-23,5,11,638,114,1,440.95,0.0,440.95,271.23,Concluída
3245,2025-07-01,2,3,854,105,1,1347.1,134.71,1212.39,858.02,Concluída
3246,2025-10-10,3,4,347,103,1,207.74,0.0,207.74,133.24,Concluída
3247,2025-12-27,2,2,599,101,3,9530.07,0.0,9530.07,6014.25,Cancelada
3248,2025-05-20,1,13,180,109,1,438.81,0.0,438.81,291.96,Concluída
3249,2025-09-30,5,11,905,101,1,3176.69,0.0,3176.69,2004.75,Concluída
3250,2025-04-23,4,7,835,110,1,153.35,15.34,138.01,76.82,Concluída
3251,2025-03-27,1,13,940,101,1,3176.69,0.0,3176.69,2004.75,Concluída
3252,2025-08-12,5,10,807,108,3,1272.78,63.64,1209.14,575.22,Concluída
3253,2025-03-11,2,3,720,111,2,6267.26,0.0,6267.26,3225.52,Concluída
3254,2025-08-25,3,4,740,104,1,2804.45,0.0,2804.45,1695.62,Cancelada
3255,2025-08-18,2,2,449,102,4,16175.32,0.0,16175.32,7567.32,Concluída
3256,2025-10-02,1,13,273,111,2,6267.26,313.36,5953.9,3225.52,Concluída
3257,2025-11-22,3,5,249,106,3,413.76,0.0,413.76,220.26,Cancelada
3258,2025-03-08,4,8,512,111,2,6267.26,0.0,6267.26,3225.52,Concluída
3259,2025-04-20,1,13,723,110,1,153.35,0.0,153.35,76.82,Concluída
3260,2025-08-25,1,13,175,109,1,438.81,43.88,394.93,291.96,Concluída
3261,2025-01-12,1,13,808,105,1,1347.1,67.36,1279.74,858.02,Concluída
3262,2025-06-25,1,13,534,110,2,306.7,15.34,291.36,153.64,Concluída
3263,2025-10-24,4,8,665,101,1,3176.69,0.0,3176.69,2004.75,Concluída
3264,2025-10-13,2,1,369,113,1,644.98,0.0,644.98,381.24,Concluída
3265,2025-07-24,4,8,239,109,1,438.81,21.94,416.87,291.96,Concluída
3266,2025-07-14,3,5,988,105,1,1347.1,134.71,1212.39,858.02,Concluída
3267,2025-12-10,2,3,234,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3268,2025-12-20,1,13,361,109,1,438.81,21.94,416.87,291.96,Concluída
3269,2025-12-04,4,7,245,111,2,6267.26,626.73,5640.53,3225.52,Concluída
3270,2025-10-31,3,5,982,103,1,207.74,0.0,207.74,133.24,Concluída
3271,2025-11-22,2,2,212,101,1,3176.69,317.67,2859.02,2004.75,Concluída
3272,2025-05-06,2,1,711,102,1,4043.83,404.38,3639.45,1891.83,Concluída
3273,2025-07-12,1,13,254,106,1,137.92,0.0,137.92,73.42,Concluída
3274,2025-10-08,4,7,40,109,2,877.62,87.76,789.86,583.92,Concluída
3275,2025-04-22,1,13,858,113,1,644.98,0.0,644.98,381.24,Concluída
3276,2025-11-22,3,5,170,109,2,877.62,0.0,877.62,583.92,Concluída
3277,2025-07-15,1,13,676,110,1,153.35,7.67,145.68,76.82,Concluída
3278,2025-06-01,1,13,349,110,1,153.35,0.0,153.35,76.82,Devolvida
3279,2025-01-14,5,11,919,111,1,3133.63,0.0,3133.63,1612.76,Concluída
3280,2025-12-30,3,5,118,105,1,1347.1,134.71,1212.39,858.02,Cancelada
3281,2025-05-27,5,12,230,110,1,153.35,0.0,153.35,76.82,Concluída
3282,2025-12-06,5,10,829,115,1,517.13,0.0,517.13,291.44,Concluída
3283,2025-09-29,3,6,168,113,2,1289.96,0.0,1289.96,762.48,Concluída
3284,2025-02-04,3,6,190,102,1,4043.83,404.38,3639.45,1891.83,Concluída
3285,2025-12-30,1,13,62,113,1,644.98,32.25,612.73,381.24,Concluída
3286,2025-08-31,3,6,903,105,1,1347.1,0.0,1347.1,858.02,Concluída
3287,2025-10-08,1,13,194,114,2,881.9,44.09,837.81,542.46,Concluída
3288,2025-02-16,4,9,292,115,5,2585.65,0.0,2585.65,1457.2,Concluída
3289,2025-10-26,1,13,240,105,2,2694.2,134.71,2559.49,1716.04,Concluída
3290,2025-05-09,1,13,843,109,3,1316.43,0.0,1316.43,875.88,Concluída
3291,2025-03-26,1,13,597,110,1,153.35,0.0,153.35,76.82,Cancelada
3292,2025-09-02,3,5,91,103,2,415.48,20.77,394.71,266.48,Cancelada
3293,2025-06-16,1,13,89,109,3,1316.43,0.0,1316.43,875.88,Devolvida
3294,2025-02-28,1,13,759,112,4,10517.04,0.0,10517.04,5598.2,Concluída
3295,2025-07-07,2,1,220,110,2,306.7,0.0,306.7,153.64,Concluída
3296,2025-08-25,2,2,90,103,1,207.74,0.0,207.74,133.24,Concluída
3297,2025-03-01,1,13,635,102,3,12131.49,606.57,11524.92,5675.49,Concluída
3298,2025-04-25,1,13,607,114,1,440.95,0.0,440.95,271.23,Concluída
3299,2025-11-05,1,13,593,107,2,286.06,0.0,286.06,179.26,Concluída
3300,2025-04-07,1,13,693,110,3,460.05,0.0,460.05,230.46,Concluída
3301,2025-12-10,1,13,402,109,2,877.62,43.88,833.74,583.92,Concluída
3302,2025-03-19,1,13,903,114,2,881.9,0.0,881.9,542.46,Devolvida
3303,2025-12-31,4,7,934,108,1,424.26,42.43,381.83,191.74,Concluída
3304,2025-10-08,5,10,634,102,3,12131.49,606.57,11524.92,5675.49,Concluída
3305,2025-01-19,1,13,115,104,2,5608.9,280.44,5328.46,3391.24,Concluída
3306,2025-05-08,1,13,607,106,1,137.92,20.69,117.23,73.42,Concluída
3307,2025-09-23,2,2,354,101,2,6353.38,0.0,6353.38,4009.5,Concluída
3308,2025-12-27,1,13,156,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3309,2025-03-02,1,13,679,108,4,1697.04,0.0,1697.04,766.96,Concluída
3310,2025-11-30,5,12,763,113,1,644.98,32.25,612.73,381.24,Concluída
3311,2025-08-14,5,10,978,104,2,5608.9,0.0,5608.9,3391.24,Concluída
3312,2025-04-16,1,13,891,108,1,424.26,0.0,424.26,191.74,Concluída
3313,2025-07-26,5,11,407,111,2,6267.26,626.73,5640.53,3225.52,Concluída
3314,2025-05-07,1,13,61,101,1,3176.69,158.83,3017.86,2004.75,Concluída
3315,2025-01-05,4,9,508,114,3,1322.85,0.0,1322.85,813.69,Concluída
3316,2025-08-04,1,13,222,105,1,1347.1,0.0,1347.1,858.02,Concluída
3317,2025-06-22,5,11,301,105,3,4041.3,0.0,4041.3,2574.06,Concluída
3318,2025-04-09,3,6,176,104,1,2804.45,0.0,2804.45,1695.62,Concluída
3319,2025-10-23,2,1,538,114,3,1322.85,132.28,1190.57,813.69,Concluída
3320,2025-03-14,3,6,969,106,2,275.84,0.0,275.84,146.84,Devolvida
